,tweet,likes,state,candidate,retweet_count
844,#Biden2020 #Biden Me after waking up and seeing Wisconsin and Michigan turn blue: https://t.co/rKEEMFlVjT,,Georgia,,580.0
845,"#Bobulinsky just said #JoeBiden’s defense of his ties to the Chinese Communist Party was #PlausibleDeniability.  

This seems like Checkmate.  

Compare this former Naval Officer’s credibility to the Vindman clown. 

#Tucker 🔥",,Georgia,,296.0
846,What I said about #Biden 94 #Crime Bill on a @BlackVoices4DJT panel https://t.co/lYrmYCTkwe,,Georgia,,280.0
847,"This is completely against the rules, but apparently the rules don't apply to Democrats. #2020election #JoeBiden #KamalaHarris https://t.co/dWVMhgOynq",,Georgia,,181.0
848,"#BREAKING The @AP just called the race for Joe #Biden, following @NBCNews and @CNN https://t.co/tr5HF4R0uI",,Georgia,,129.0
849,Here on the island of #Guam voters chose Fmr VP Joe Biden as the next President. Though even we are Americans our votes does not count https://t.co/WIx7LrlhRD   #uselection2020 #uselection #Biden #Trump,,Guam,,1.0
850,@NYPDChiefofDept Tell them to aim to shoot their leg. #JoeBiden,,Guam,,0.0
851,Incriminating #Biden Documents Delivered To Delaware Police Department #RudyGiuliani #Ukraine #FBI | ... https://t.co/wjYMvTupQO via @YouTube,,Guam,,0.0
852,"No one burns the Dump better than himself.
#ByeTrump #Biden 👋 https://t.co/LYLCXdZPbu",,Guam,,0.0
853,When you get notified for being unfollowed on IG 😂 #BiDen,,Guam,,0.0
854,"Trump campaign under investigation by Office of Special Counsel for improperly using the White House https://t.co/IJMiX7IN7x @realDonaldTrump
 #ComradeTrump #GOPRussia #MoscowMitch #TraitorTrump #MAGA2020 #KAG #Biden #Patriot #BidenHarris2020 #ImpeachBarr",,Hawaii,,10.0
855,"你們誰也別攔我！今天非得和拜登說句話：拜登大叔，您也太不容易了，那麼老了還要上台讀課文，給台下白等的人聽。您舉手投足的那一瞬間，真以為您想用🔭望遠鏡看👀台詞呢！以前他們都說您弱智我還不信，現在：信了！😝對了！稿子念的不錯，您的兒子還好嗎？
#拜登 #拜登儿子 #Biden #BidenGate #拜登門 https://t.co/ueHPIPuWNe",,Hawaii,,8.0
856,"BUSTED: Republicans caught conspiring to commit election fraud in Pennsylvania https://t.co/RybfEKaUWi @realDonaldTrump
 #ComradeTrump #GOPRussia #MoscowMitch #TraitorTrump #MAGA2020 #KAG #Biden #Patriot #BidenHarris2020 #ImpeachBarr",,Hawaii,,7.0
857,"@BillOReilly Did you know that #Biden won by more votes than any president in American history? Did you know that #Biden is the first to defeat an incumbent president in 25 years, that he is the 4th President-Elect in American history to do that? Did you know #Harris is the 1st woman VP?",,Hawaii,,7.0
858,"Anderson Cooper declares Trump is ‘like an obese turtle on his back flailing in the hot sun’ https://t.co/ka04lZlZC1 @realDonaldTrump
 #ComradeTrump #GOPRussia #MoscowMitch #TraitorTrump #MAGA2020 #KAG #Biden #Patriot #BidenHarris2020 #ImpeachBarr",,Hawaii,,6.0
859,If you consider yourself a #Christian and you’re still voting for #CrazyJoeBiden then you have been sleeping through church! #JoeBiden clearly represents the #DarkSide and #PureEvil The bottom line is this: if you”re voting for #Biden then you ain’t a Christian Man! 😎,,Idaho,,20.0
860,Old #CrazyJoeBiden actually called #POTUS .@realDonaldTrump #AbrahamLincoln tonight during the debate! #Biden is one really sick bastard. #Trump2020 https://t.co/4y2wyhnt1l,,Idaho,,16.0
861,#WTF is #Biden doing giving a speech before the #Election is over? The #DemonRats are attempting to cheat their way to victory!,,Idaho,,15.0
862,"I hate to send people to his website, but @JoeBiden has lost his mind. Check out his plan to ""end gun violence"".  The public must see his radical plans to ban ""assault rifles"" and ""high-capacity"" magazines.  Please help get this out there.
https://t.co/TrkiZ1vF7R

#Biden #2A #NRA https://t.co/8IaMfhef1r",,Idaho,,12.0
863,#Biden will not be #President on my watch! He is #demonic and #evil https://t.co/zQYPcwQQao,,Idaho,,11.0
864,"Now that #JoeBiden may be president, I wonder if he's going to help release the 100,000 #blackmen his crime bill put in prison.  Many of them received life sentences for shit that white kids do on college campuses every Friday.",,Illinois,,608.0
865,"People say they can't forgive #Blackmen for not supporting #JoeBiden, but they can forgive #Biden for locking #BlackMen up",,Illinois,,464.0
866,"@kimwood216 @fred_guttenberg @RonJohnsonWI When #JoeBiden is elected, sounds like good ol’ boy Ronnie needs to have HIS computer confiscated &amp; scanned for child porn. A lot of times it’s those who are projecting that are perpetuating the crime - ie Trump &amp; his admin, they project on a daily basis",,Illinois,,182.0
867,"Anybody notice how quiet the #MeToo movement has been during the #JoeBiden campaign since he was accused of raping that woman?   

If she were accusing #Trump, you think they would be keeping it quiet?   

The failure of the MeToo movement is a bi-partisan issue.",,Illinois,,176.0
868,Cindy McCain: A Republican’s reasons for voting for #Biden  https://t.co/VwAk6lEyvY,,Illinois,,162.0
869,"@JoeBiden @KamalaHarris @BarackObama @SpeakerPelosi @SenSchumer @RepMaxineWaters @ewarren @BernieSanders We Shall Be VICTORIOUS Tonight 😁😁😁😁💪🏼💪🏼🙏🏽🙏🏽🙏🏽!!!  #RT 
#BidenHarris2020 #JoeBiden 
#Followback #KamalaHarris https://t.co/XAHFFbJvcl",,Indiana,,58.0
870,"Joe Biden's America after he ends the oil industry.
https://t.co/OTRjngqUZ2
https://t.co/f2ATgZQO6y
#biden #oilindustry https://t.co/UjbwTFSZcw",,Indiana,,45.0
871,"#iBullshitYouNot 
#HuntersLapTop 
#Biden

https://t.co/0SeDk0MG66",,Indiana,,34.0
872,"“My son has not made money from #China.” -Joe #Biden 
#PresidentialDebate2020 https://t.co/wp0d6m54ON",,Indiana,,24.0
873,Joe #Biden has a message to small business owners. #PresidentialDebate2020 #Lockdowns https://t.co/UddEaCw8LM,,Indiana,,18.0
874,"🎉🌮Taco TUESDAY🌮🎉

Follow Back Resistance Party.

Follow all who:

LIKE ❤️
RETWEET 🔁
COMMENT 💬

Drop your favorite meme or gif. 
Vet as you go. Have Fun.

#Resist  #TacoTuesday #VOTE #Biden

https://t.co/RYMAYAZ08I",,Iowa,,167.0
875,"Today, I caught up with @JoeBiden I’ve known VP since 2007. The world is different, the stakes are higher, but his resolve, his compassion, the values we share like stepping up for our neighbors, are unchanged. Can’t wait to see him in the White House. VOTE. #ia01 #JoeBiden https://t.co/WrN0dU7z2z",,Iowa,,92.0
876,".@RepBrindisi who voted for lyin’, hidin’ Biden for speaker &amp; now endorses #Biden for President LIES just like his donor pal #AdamSchiff. Brindisi accepted $30,000 in impeachment cash each from Pelosi and Schiff. #NY22. I wonder if he got a Pelosi impeachment pen for that vote? https://t.co/s9F6mHbLYg https://t.co/z6E4rB73gM",,Iowa,,74.0
877,"As someone who has signed that blank check in service to my country, this message from @JoeBiden rings true.... 

Go to https://t.co/UPZqa8nC93 and make your voice heard. #BidenHarris2020 #Biden
 https://t.co/yH6AgcJhyM",,Iowa,,59.0
878,"We decided to be a Family Text Message for Halloween; it just so happens we have the cutest emojis around 😍😎😍🥰

#vote @JoeBiden @KamalaHarris #Elections2020 #BidenHarris2020 #HappyHalloween #JoeBiden #KamalaHarris https://t.co/hGxO41Iuqx",,Iowa,,28.0
879,"I HAVE NOT FORGOTTEN THE LAST TIME #JoeBiden WAS IN OFFICE.......
GAS PRICES WENT THROUGH THE ROOF!!!!!!
THANKS @POTUS TRUMP FOR MAKING AMERICA 
ENERGY INDEPENDENT 👍
#PromisesMadePromisesKept https://t.co/YmbIMeeFTU",,Kansas,,395.0
880,"Could be 🤷‍♂️
#JoeBiden #BigGuy https://t.co/w7qpxUoWTP",,Kansas,,114.0
881,"REMEMBER OBAMA/BIDEN 
AND THEIR WONDERFUL 
#Obamacare ?.........
AND THIS IS WHAT #Biden
WANTS TO KEEP GOING?
#DemocratsAreCorrupt 
#DemocratsAreDestroyingAmerica https://t.co/DCGOxpD2FR",,Kansas,,83.0
882,"So where is Joe Biden and what is he really doing? #CreepyJoeBiden 
#JoeBiden #ChinaJoe https://t.co/9sgvTVNGkp",,Kansas,,45.0
883,"My husband and his father greeted one another 
with a hand shake.

I made hubby promise to greet our future sons with a hug.

He did not let me down.

Fathers, hug your sons. Like Joe does.
#Biden

(HUGS)",,Kansas,,24.0
884,"With Video: #Palin Torches #KamalaHarris Accuses Her Of Prostituting Herself To Get Where She Is
#Debates2020 #Biden #TRUMP2020ToSaveAmerica
#PresidentialDebate2020
 https://t.co/hLBT8OLNva via @AFF_PATRIOTS",,Kentucky,,384.0
885,"If #Biden wins it is more of this as she has already been mentioned as a cabinet member... I say no - #KAG2020 
#Trump #MAGA2020LandslideVictory 

https://t.co/RucHipETYx",,Kentucky,,334.0
886,"ICYMI - James Woods sent out a tweet that caught #Biden being the “creepy uncle” we always hear about. Really, people this is not normal!

https://t.co/nNTFWg4Y2R",,Kentucky,,329.0
887,"A reminder of what he #Obama policies that #Biden promises to bring back has brought us in the past...
#BlueLivesMatter 

https://t.co/aEotvoZtTP",,Kentucky,,265.0
888,#JoeBiden is such a genuine person 😂we know he plagiarizes but this is too funny watch all the way to the end. #VoteBidenHarrisToSaveAmerica  #Election2020 #ElectionDay #Democrats #Trump2020 #WalkAway https://t.co/6xG66uMT6M,,Kentucky,,60.0
889,Them racist bitches mad 😂😂🇺🇸 #JoeBiden #DonaldTrump https://t.co/2c1umXtswa,,Louisiana,,206.0
890,"@realDonaldTrump CAN ANYBODY REALLY VOTE FOR THIS? 
We can do better America, Vote for #JoeBiden https://t.co/pDPeIwvfh1",,Louisiana,,115.0
891,"We literally left this #WhiteHouse a #pandemic playbook, that would’ve shown them how to get respond to the #coronavirus before it reached our shores.”-@BarackObama 

#ObamaWasBetterAtEverything #MyPresident #TrumpIsANationalDisgrace #TrumpIsNotAmerica #Biden https://t.co/afoCKnqnk7",,Louisiana,,96.0
892,"@realDonaldTrump You lie Alexa told me so. 
Vote for #JoeBiden because he does not lie. https://t.co/zXDBueUlk7",,Louisiana,,92.0
893,@realDonaldTrump You won't do that because you know it will show how uninformed you are. #LesleyStahl spanked Donny and he ran away. Know what? #JoeBiden did not run away. https://t.co/mg241Dieja,,Louisiana,,59.0
894,"Ironic that the one time #joebiden was able to speak coherently, he was honest in his claim to put together the “biggest voter fraud” scheme in US history. 

#ElectionFraud #JoeChina #Biden",,Maine,,13.0
895,"We're at 248, Michigan and Nevada will get us 270 and the win. 

#resist #Vote2020 #Biden #CountAllTheVotes #mepolitics https://t.co/R4OJEI6Xcr",,Maine,,12.0
896,"Do people realize that Commie #JoeBiden's ridiculous TAX PLAN takes money away from the private sector which means less employment? It puts more money in government hands giving them more control over us! #SocialismoEsMiseria #SocialismKills 
50 CENT IS RIGHT TO ENDORSE TRUMP! https://t.co/cb345fSb5j",,Maine,,10.0
897,"What I'm seeing when it's all over is that a thank you trip to #Omaha #Nebraska may be on order.

#resist #VoteBlue #Biden #CountAllTheVotes #mepolitics https://t.co/L7MV1cAnL2",,Maine,,10.0
898,"Last minute #Election2020 poll. Who do you think will win the Presidential race, #Biden or #Trump? Non-obscene comments and RTs encouraged. And no matter who you support #VOTE",,Maine,,8.0
899,"#Joe Frazier &amp; #WillSmith's father, both dead, voted... but since it’s for #biden the media doesn’t care...

Share and comment to get the word out...

#WillSmith #frazier #HoldTheLinePatriots #VoterSuppression https://t.co/g6YcQtAoQV",,Maryland,,34.0
900,42 year old James Reed was arrested and charged after allegedly leaving a letter on Theresa Posthuma’s doorstep - threatening to beat and kill Presidential Candidate Joe #Biden and Kamala #Harris. Theresa says her stomach was in knots as she was reading the letter. @wjz #maryland https://t.co/93BNSWlYPC,,Maryland,,28.0
901,"@brycetache My Mom turned 90 in June- but no celebration because this administration mismanaged this pandemic! She was R her whole life and went so far as to change parties, so she could vote for #biden in the primaries. And now #BidenHarris for the win. Here’s to our Moms!",,Maryland,,26.0
902,"Upon deep reflection and hours of contemplation I have come to the conclusion  that I cannot, in good conscious vote for Hunter Biden. Instead i will be voting for his father, the actual democratic candidate #JoeBiden.",,Maryland,,23.0
903,"NEW MUSIC VIDEO: 

https://t.co/q3XEaSrjBM

“Diss Coarse (Joe Rogan)” is the latest single off my NEW album “The Living Game”

🎬 @MikeJon3801 
#LabelNecklace x @Soulspazm 
🎶 @LineupRoom 

Politics as usual...
#TownHall #Townhall2020 #Biden #Trump #Vote #Election2020  #Election",,Maryland,,22.0
904,"$10,000 cash give giveaway: If either Presidential Candidate gets 366 or more electoral votes (Obama had 365 in 2008) in #Election2020 Ill give 10 lucky followers $1000 each! Must follow me- RT &amp; Like this to be eligible. #DakotaCashBombGiveAway #Biden #Trump (Will do live draw)",,Massachusetts,,1190.0
905,#VoteAgainstTrump because your life really does depend on voting for #JoeBiden https://t.co/ldLgrjDrMA,,Massachusetts,,259.0
906,".@realDonaldTrump would have withdrawn the US from #NATO in a second term. Nobody should understate the power of the US commander in chief to do harm or good. In #JoeBiden we have chosen a man who will strengthen, not flee — build, not burn. https://t.co/hI9tgjnChI",,Massachusetts,,187.0
907,“Or if the election is stolen somehow.” The fact that this parenthetical needs to be added is a devastating indictment of Trump and a testament to the fragility of our democracy and the need to elect #JoeBiden so no future election invites this fear. https://t.co/iEsq18b2R7,,Massachusetts,,145.0
908,One man’s endorsement meant more than any other’s: @WhipClyburn. He made #JoeBiden’s South Carolina turnaround happen. It is a joy to hear his elation for our country now on @msnbc: https://t.co/J5IqfDJcUQ,,Massachusetts,,119.0
909,"Everyone please #Retweet this so that we can get this message out to Democrats and Independents. So many would change their votes if only they knew the truth. Together we can overcome the censorship.
#BidenHarris2020 #JoeBiden #HunterBiden 
https://t.co/mn0pdkwF9q",,Michigan,,712.0
910,"Jennifer Lopez Endorses #JoeBiden.

#JoeBidenKamalaHarris2020
#VoteBidenHarrisToSaveAmerica
#Vote2020 

#ONEV1
#FreshTweets
#EveryVoice
#DemVoice1 https://t.co/3zxuq9vxFK https://t.co/TfJTAVeEPW",,Michigan,,145.0
911,I’m proud that #Detroit was a huge part of electing #JoeBiden president. Friday the court dismissed Trump’s claims of vote problems in Detroit for complete lack of evidence.,,Michigan,,116.0
912,"#JoeBiden wins #Michigan in the #2020Election, per @AP_Politics https://t.co/kX6HJ02h2v",,Michigan,,100.0
913,"""I'm voting for @JoeBiden because he's an honest man who always stands up and does the right thing. A true man of integrity""
#Biden #BidenCares #BidenHarris2020 
https://t.co/cHb6eWR3Dz",,Michigan,,89.0
914,"The choice is clear, #Biden has a plan to lead our country out of this pandemic; he cares about every American.

Trump cares about Trump, period.  

Crickets by @MeidasTouch 

#JoeCrushedTrump #BidenWon #FreshResists

https://t.co/tuhDLrLJKs",,Minnesota,,154.0
915,"Did anyone else notice how many times Trump said, “I” tonight?  He does not care about Americans, even his base.  

The choice is clear, #Biden has a plan to lead this country out of this pandemic and we will build back better.

#VoteBiden #BidenHarrisLandslide2020 #FreshResists https://t.co/lOVOjVYZb8",,Minnesota,,102.0
916,"#joebiden in St paul. They moved staffers cars up to make it look like there's more people attending.

#Election2020 #Trump2020Landslide https://t.co/a9AAHIk8Lk",,Minnesota,,63.0
917,Who won the debate tonight? #Debates2020 #DebateTonight #Trump #Biden #debate #Debatenight #debates #debatedogs #PresidentialDebate2020 #PresidentialDebate #PresidentialDebates2020 #poll #ElectionDay #elections #DonaldTrump #JoeBiden,,Minnesota,,61.0
918,BREAKING: CBS News declares Joe Biden president-elect after his projected win in Pennsylvania. #Election2020 #JoeBiden #DonaldTrump  | https://t.co/J3zZ928zA3 https://t.co/FGTTnFJOSf,,Minnesota,,39.0
919,"Let this be known. It took a pandemic, most of MSM, Big Tech censorship, and voting irregularities (including dead people voting) for #JoeBiden to even be named the projected winner of the #2020Elections.

I will not accept defeat but I will accept reality.",,Mississippi,,65.0
920,"@prayerfeathers @realDonaldTrump No - 
Vote for #JoeBiden https://t.co/SqLlDOs2xV",,Mississippi,,12.0
921,"Please join us for our 2nd visibility campaign this Fri. 10/23 4:30-5:30 on Univ. Ave. at Bramlett. We’ll be waving flags &amp; signs in support of #joebiden &amp; #mikeespyforsenate.
Wear a mask, bring your own sign if you can (we’re nearly out) &amp; if you can’t join us, drive by &amp; honk! https://t.co/S89NaZtvXV",,Mississippi,,6.0
922,WHO WON THE DEBATE?  #presidentialdebate #donaldtrump #joebiden #presidentialelection #unitedstatesofamerica,,Mississippi,,6.0
923,"@AngelaNWalker Yes, and the #fascists know who their friends are. Richard Spencer is #RidinWithBiden. He expects more help in crushing us from #Biden and #Harris than he ever got from #Trump. https://t.co/hnmWbLQhqR",,Mississippi,,6.0
924,"Proud Boys hearing #Biden call them the Poor Boys.
#Debates2020 https://t.co/A5uDtPjbRS",,Missouri,,370.0
925,"@BarackObama was the first President I was able to vote for &amp; I was so proud of that vote!

4 weeks ago I voted in person early &amp; I couldn’t be more proud to have voted for @JoeBiden!

Let’s roll up our sleeves &amp; get to work &amp; elect Joe! #Biden #Vote #ObamaWasBetterAtEverything https://t.co/k0nuP3XNgG",,Missouri,,133.0
926,"Imagine that, more educated people are voting for #Biden. 

#TrumpCrimeFamily #Trump #ByeTiffany #BidenHarris2020 https://t.co/Kug5JEOZGi",,Missouri,,121.0
927,"9 Days!! Folks we are in the single digits...the homestretch! Give it everything you got! 

We can do this! VOTE!!
#SundayThoughts #Biden https://t.co/TG619P37Jm",,Missouri,,76.0
928,No matter what it is...Joe Biden can always do it better!! #Biden #VoteBidenHarrisToSaveAmerica https://t.co/Br6eeo2hq2,,Missouri,,54.0
929,Follow the Ukraine cookie crumbs #Biden #BidenCrimeFamiily https://t.co/GwHpHygH32,,Montana,,705.0
930,"@kylegriffin1 Actually,  the President was impeached to cover the Lies by #JoeBiden , Obama and Hillary Clinton 

There, I fixed it for you

#FakeNews #EnemyOfThePeople #mediahack",,Montana,,7.0
931,"Massive TRUTH bomb just dropped by Bobulinski at the site of the #PresidentialDebate2020 

#JoeBiden financial ties with China for influence!

#CrookedJoeBiden",,Montana,,6.0
932,#JoeBiden https://t.co/Ref8IOqjIJ,,Montana,,4.0
933,"Is anyone at @FEC or @TheJusticeDept looking into the MASSIVE in-kind donations to the #JoeBiden Campaign,  valued in the Millions by now, by #Twitter &amp; #Facebook for their active #censorship of Hunter/Joe Biden pay to play scandal?
In direct violation of Campaign Finance laws",,Montana,,3.0
934,Who are you voting for or who did you vote for? #PresidentialElection2020 #PresidentTrump #DonaldJTrump #Trump2020 #JoeBiden #BidenHarris2020 #Biden2020 #EarlyVoting #earlyvotingFlorida #Vote2020,,Nebraska,,11.0
935,"#Obama says he and #JoeBiden built the economy, but you (Obama Biden) didn’t build that someone else built that!",,Nebraska,,10.0
936,"New #cartoon! #Election2020 #trump #biden #CmonMan 

Support my work: https://t.co/vHTShVfv8R https://t.co/LB0RGlbLai",,Nebraska,,9.0
937,"“Our work begins with getting COVID under control. 

That plan will be built on bedrock science.” 

- President-elect #Biden affirming the need for evidence-based treatment of the pandemic.

We will need our best minds in public health, medicine &amp; research to save lives. https://t.co/fiUxHy1jPN",,Nebraska,,7.0
938,"#JoeBiden says he won't 'give up on Nebraska,' will get virus 'under control' https://t.co/7taZlzfJvY https://t.co/WavOdz2vzi",,Nebraska,,5.0
939,The big fight TODAY!!!!! @realDonaldTrump vs #joebiden who you got? #merica 🇺🇸 🇺🇸 https://t.co/5XeZlgdMUx,,Nevada,,2543.0
940,"Join us Monday 12PM PST 3PM EST for a chat with the one and only M3thods. Bring your questions, it’s gunna be a great time!
https://t.co/kdzRZvyra0

#m3thods #hunterbiden #joebiden #trump #republican #democrat #america #california #nevada #patriots @M2Madness",,Nevada,,112.0
941,"Join #WokeSocieties and myself at 5pm PST 8PM EST bring your questions and popcorn! Patriotic chat and news incoming tonight!

https://t.co/tJQaOFrlSE

#brettfavre #conservative #republican #democrat #trump #biden #hunterbiden #whereshunter #vote2020 
@wokesocieties @M2Madness",,Nevada,,77.0
942,"Yes... We Just Made America Great Again. 🇺🇸 and whatnot Adj #JoeBiden @SenKamalaHarris @KeishaBottoms 
@ossoff 
@ReverendWarnock",,Nevada,,71.0
943,"What did #BidenCrimeFamily promise Moscow for $3.5 million paid to #HunterBiden ? Timing lines up with #Russia invading #Crimea   
Is #joebiden #PutinsPuppet ? #BejingBiden #BurismaBiden ? 

#VoteDemsOut #DemocratsAreCorrupt 

#SaturdayThoughts #VoteRedToSaveAmerica @PrideNews1",,Nevada,,62.0
944,"Caroline Giuliani: ""There Is Hope on the Horizon, But We’ll Only Grasp It If We Elect Joe Biden"" #CarolineGiuliani #Election2020 #JoeBiden #KamalaHarris https://t.co/e7Re618PQd",,New Hampshire,,8.0
945,"My husband and I just registered to vote (yes, I’m sorry— we moved to a new house) at our local town clerks office. There are now two more OUT &amp; PROUD #LGBTQ 🏳️‍🌈#LGBT Democrats in New Hampshire who are going to vote on #ElectionDay for #JoeBiden. 

#nhpolitics #BidenHarris2020 https://t.co/3EKRL8iPJm",,New Hampshire,,8.0
946,"@La_Bete_humaine @PaulDereume @mssunshine132 @CatherineResist @ezolaezola @BlueWaveSaveUs @1strongrobin @Fix8d2020 @BostonBubbalooo @radio_martin @Dadilicious2 @Peatches66 @NedOpposes @LatinaMomInLA @Ask__me__why @SaraBellomy @BreaultCrow @ZACKHAMMER7 @seacreaturemama @drodvik52 @Djangomydog @collieflower922 @jmspivey37 @LanceUSA70 @davidsongc @WildinWV @SRMex @SnickOld @FlowerAndIris1 @Mercurial_LG @Sal_2020_ @DesnoyerRobert RT Vet Follow #VoteForHer
#JoeBiden
@La_Bete_humaine
@BotsyDevos 
@StatTradeEdge
@stuhunter1
@SuzanneinLGB
@TerryHa88364561
@thenosacrifice
@therealukecage
@therightbanx
@troykeasling
@ty_buchanan
@usual2020
@wdcreports
@BotsyDevos
@wildinwv
@wolfarella
@zackhammer7
@zimraniaxy",,New Hampshire,,7.0
947,#Biden 💙🙏💦 #BringBackBetter https://t.co/OaDymee71K,,New Hampshire,,6.0
948,"2020 Watch: First on @FoxNews - @JoeBiden campaign launches new ad in key battlegrounds &amp; on #ThursdayNightFootball  
that spotlights military families and veterans support for former VP.
https://t.co/PALFNAWlOG #2020Election #Election2020 #JoeBiden https://t.co/NsHKP3kB5J",,New Hampshire,,6.0
949,"The time has come for full disclosure from Joe #Biden. 

American voters deserve a full accounting of every dime he and his family members have taken from foreign sources and the terms of those payments, I told @OANN:

https://t.co/sZZp5btNXy

#HunterBiden #Trump2020 #MAGA",,New Jersey,,1234.0
950,"One more major question #media are not pursuing:

#Biden's financial disclosure reveals he earned over $16 million in income the last three years. 

Yet, he declares assets of only $1.5 million to $3.2 million.

Where's the other &gt; $12 million?

#HunterGate #BidenGate",,New Jersey,,999.0
951,If #Twitter won't let you post the link....Save this image and then post it. #HunterBidenEmails #HunterBiden #JoeBiden https://t.co/8ejwiqhfXE,,New Jersey,,958.0
952,"Five weeks until election day.

In the meantime, we have a criminal referral of thousands of ballots cast in #Nevada from non-residents, ""glitches"" in voting technology that oddly break consistently in #Biden's favor and only in battleground states, and I know more that's coming.",,New Jersey,,903.0
953,"Enraged at #Biden, #China, and costly Marxist-led street anarchy, American voters are poised to rise again, shock the establishment, and reelect @realDonaldTrump, I said on Episode 14 for Viewpoint Presents with Malcolm and Michael Johns this morning:

https://t.co/0kFDQNjq0p",,New Jersey,,895.0
954,I believe we will win! #JoeBiden,,New Mexico,,16.0
955,Downtown Albuquerque celebrates Joe Biden’s win for president of the United States. #AmericaDecides #Biden #ElectionDay2020 #PresidentJoeBiden #mmpol https://t.co/Vx4VeLp7fq,,New Mexico,,16.0
956,"“Meep Meep.  Vote for Joe.”

- Roadrunners For #Biden 

#ThursdayThoughts https://t.co/GTXABY1yZe",,New Mexico,,10.0
957,"First stop of the day for my coverage of #Election2020   for the @DailyLobo leads me to Rio Rancho. Supporters of @realDonaldTrump standing on the side of Southern and 528. Gonna be out and about all day and night posting what I can. 
#ElectionDay  #Trump #Biden #NewMexico #VOTE https://t.co/cpqLn8nbyz",,New Mexico,,7.0
958,"@JennaEllisEsq Nothing to see here. 👀 
- @Facebook &amp; @Twitter 

#JoeBiden #HunterBiden #BidenCrimeFamily https://t.co/V0amobAlNt",,New Mexico,,5.0
959,"America Assembled!🇺🇸🎉

@JoeBiden @KamalaHarris @BarackObama 
@ChrisEvans  @MarkRuffalo @RobertDowneyJr @brielarson @AOC @staceyabrams @michaelb4jordan @Russo_Brothers 
#Election2020 #ElectionResults2020 #joebiden #DonaldTrump #BidenHarris2020 #avengers #endgame https://t.co/cDl1VsFbOo",,New York,,20615.0
960,"Tonight a woman in the audience of Trump's town hall began her question by telling him he has a great smile &amp; he's so handsome when he smiles. And when #JoeBiden is President, hopefully that woman will be able to access better vision care, bless her heart.",,New York,,17652.0
961,"Are you there, God? It's me, Bette. I'm so scared God.  We have a fascist in the #WhiteHouse, a racist criminal who hates democracy, denies science &amp; kills our citizens! #ElectionDay is next week. What if he wins?  We won't have a country!  Please let #JoeBiden win.  Thank you.",,New York,,7489.0
962,"Are you there, God? It's me again, Bette. We're scared.  We have a fascist in the #WhiteHouse, a racist criminal who hates democracy, denies science &amp; kills our citizens! #ElectionDay is in two days. What if he wins? We won't have a country! Please let #JoeBiden win.  Thank you.",,New York,,6133.0
963,OMG!  #JoeBiden speaks like a human being!  And he’s actually answering the questions!  It’s so exciting!  How we have missed this for 4 years!!,,New York,,6038.0
964,#AOC wants to put us on a list. I wonder why. We’re the only thing stopping the #CCP from completely controlling the #UnitedStates if #JoeBiden gets sworn in. We need a miracle! Let’s see if we get one 🙏 https://t.co/SHgW6HQqvM,,North Carolina,,125.0
965,"Best moment of the #debate?

#Biden: “I don’t know where this guy comes from.” 

#Trump: “Queens.”

#PresidentialDebate2020
#Trump2020
#MicDrop 
#Queens https://t.co/CufGu81GZT",,North Carolina,,106.0
966,"I think @MichelleObama said it best: “#Vote for #JoeBiden like your life depends on it.”

Because it does.

#WearAMask #VoteEarly
#VoteBlueDownTheBallot
https://t.co/VZehkk7T6y https://t.co/DXeAZY7U0e",,North Carolina,,96.0
967,"#AggiePride is WORLD WIDE! 🌎

#hbcu #cnn #ncat #biden #kamalaharris https://t.co/GwWs1TEhK7",,North Carolina,,90.0
968,"If #Biden wins, how long before #Hunter is named Ambassador to #China? How long before the laptop investigations get swept under the rug. How long before we are subservient to the United Nations New World Order? Better hope #Trump wins the legal battle. Serious times.",,North Carolina,,65.0
969,"#Biden WINS WISCONSIN‼️

#CountAllTheVotes #ElectionResults2020 #DemVoice1 https://t.co/aDrVrHH38p",,North Dakota,,18.0
970,"The fake #Biden news stories going around now are just MORE evidence that the @GOP is serving up an unAmerican form of government for #Election2020:

🤡 NO healthcare for the poor and middle class
🤡 Imprison political opponents
🤡 NO 1A rights or freedoms

#ONEV1 
#wtpBlue https://t.co/KzWBtxdw3v https://t.co/vGPwjzm93S",,North Dakota,,16.0
971,Trump declaring victory last night like 😂😂🤣 #Trump #Biden #Biden2020 #Georgia https://t.co/q5akHYr0LT,,North Dakota,,13.0
972,"Good news - I guess it didn't happen!  Thanks @CNN
 !! #Bobulinski #Biden #BidenHarris2020 https://t.co/o55Jj52ZPO",,North Dakota,,9.0
973,"Can’t wait to rejoin my former colleagues and students from @USCPolFuture for a virtual chat about this dull, boring, predictable #Campaign2020! #Trump #Biden @BobShrum and @murphymike What could go wrong? Please join us 10/23 at noon PT https://t.co/d3yVcAwivX",,North Dakota,,3.0
974,"Watching #Biden is so refreshing from a leadership, policy and deep understanding of the issues he’s being asked by  Stephanopoulos and audence members. #BidenTownHall",,Northern Mariana Islands,,0.0
975,"I #BlameTrump for not being able to see my elderly mother more often, for decimating my Thanksgiving plans, for making me fearful of stepping out my door. #JoeBiden in charge would change all of this to #BuildBackBetter . https://t.co/Izs95HVmLd",,Ohio,,638.0
